"","date","1-0x","1-aelf","1-aeternity","1-ardor","1-augur","1-basic-attention-token","1-binance-coin","1-bitcoin","1-bitcoin-cash","1-bitcoin-diamond","1-bitcoin-gold","1-bitshares","1-bytecoin-bcn","1-bytom","1-cardano","1-chainlink","1-crypto-com","1-dai","1-dash","1-decred","1-dent","1-digibyte","1-dogecoin","1-educare","1-elastos","1-enjin-coin","1-eos","1-ethereum","1-ethereum-classic","1-golem-network-tokens","1-gxchain","1-holo","1-huobi-token","1-hypercash","1-icon","1-iostoken","1-iota","1-komodo","1-kucoin-shares","1-lisk","1-litecoin","1-maidsafecoin","1-maker","1-metaverse","1-monacoin","1-monero","1-nano","1-nebulas-token","1-nem","1-neo","1-omisego","1-ontology","1-pundi-x","1-qtum","1-ravencoin","1-ripple","1-santiment","1-siacoin","1-status","1-steem","1-stellar","1-stratis","1-tether","1-tezos","1-theta","1-tron","1-trueusd","1-verge","1-waves","1-wax","1-zcash","1-zcoin","1-zilliqa","2-Bitcointrend","2-Dashtrend","2-Ethereumtrend","2-Litecointrend","Communication Services-ATVI","Communication Services-CBS","Communication Services-CHTR","Communication Services-CMCSA","Communication Services-CTL","Communication Services-DIS","Communication Services-DISCA","Communication Services-DISCK","Communication Services-DISH","Communication Services-EA","Communication Services-FB","Communication Services-FOX","Communication Services-FOXA","Communication Services-GOOG","Communication Services-GOOGL","Communication Services-IPG","Communication Services-NFLX","Communication Services-NWS","Communication Services-NWSA","Communication Services-OMC","Communication Services-T","Communication Services-TRIP","Communication Services-TTWO","Communication Services-TWTR","Communication Services-VIAB","Communication Services-VZ","Consumer Discretionary-AAP","Consumer Discretionary-AMZN","Consumer Discretionary-APTV","Consumer Discretionary-AZO","Consumer Discretionary-BBY","Consumer Discretionary-BKNG","Consumer Discretionary-BWA","Consumer Discretionary-CCL","Consumer Discretionary-CMG","Consumer Discretionary-CPRI","Consumer Discretionary-DG","Consumer Discretionary-DHI","Consumer Discretionary-DLTR","Consumer Discretionary-DRI","Consumer Discretionary-EBAY","Consumer Discretionary-EXPE","Consumer Discretionary-F","Consumer Discretionary-FL","Consumer Discretionary-GM","Consumer Discretionary-GPC","Consumer Discretionary-GPS","Consumer Discretionary-GRMN","Consumer Discretionary-HAS","Consumer Discretionary-HBI","Consumer Discretionary-HD","Consumer Discretionary-HLT","Consumer Discretionary-HOG","Consumer Discretionary-HRB","Consumer Discretionary-JWN","Consumer Discretionary-KMX","Consumer Discretionary-KSS","Consumer Discretionary-LB","Consumer Discretionary-LEG","Consumer Discretionary-LEN","Consumer Discretionary-LKQ","Consumer Discretionary-LOW","Consumer Discretionary-M","Consumer Discretionary-MAR","Consumer Discretionary-MCD","Consumer Discretionary-MGM","Consumer Discretionary-MHK","Consumer Discretionary-NCLH","Consumer Discretionary-NKE","Consumer Discretionary-ORLY","Consumer Discretionary-PHM","Consumer Discretionary-PVH","Consumer Discretionary-RCL","Consumer Discretionary-RL","Consumer Discretionary-ROST","Consumer Discretionary-SBUX","Consumer Discretionary-TGT","Consumer Discretionary-TIF","Consumer Discretionary-TJX","Consumer Discretionary-TPR","Consumer Discretionary-TSCO","Consumer Discretionary-UA","Consumer Discretionary-UAA","Consumer Discretionary-ULTA","Consumer Discretionary-VFC","Consumer Discretionary-WHR","Consumer Discretionary-WYNN","Consumer Discretionary-YUM","Consumer Staples-ADM","Consumer Staples-CAG","Consumer Staples-CHD","Consumer Staples-CL","Consumer Staples-COST","Consumer Staples-COTY","Consumer Staples-CPB","Consumer Staples-EL","Consumer Staples-GIS","Consumer Staples-HRL","Consumer Staples-HSY","Consumer Staples-K","Consumer Staples-KHC","Consumer Staples-KMB","Consumer Staples-KO","Consumer Staples-KR","Consumer Staples-LW","Consumer Staples-MDLZ","Consumer Staples-MKC","Consumer Staples-MNST","Consumer Staples-MO","Consumer Staples-PEP","Consumer Staples-PG","Consumer Staples-PM","Consumer Staples-SJM","Consumer Staples-STZ","Consumer Staples-SYY","Consumer Staples-TAP","Consumer Staples-TSN","Consumer Staples-WBA","Consumer Staples-WMT","Energy-APA","Energy-APC","Energy-BHGE","Energy-COG","Energy-COP","Energy-CVX","Energy-CXO","Energy-DVN","Energy-EOG","Energy-FANG","Energy-FTI","Energy-HAL","Energy-HES","Energy-HFC","Energy-HP","Energy-KMI","Energy-MPC","Energy-MRO","Energy-NBL","Energy-NOV","Energy-OKE","Energy-OXY","Energy-PSX","Energy-PXD","Energy-SLB","Energy-VLO","Energy-WMB","Energy-XEC","Energy-XOM","Financials-AFL","Financials-AIG","Financials-AIZ","Financials-AJG","Financials-ALL","Financials-AMG","Financials-AMP","Financials-AON","Financials-AXP","Financials-BAC","Financials-BBT","Financials-BEN","Financials-BK","Financials-BLK","Financials-C","Financials-CB","Financials-CBOE","Financials-CFG","Financials-CINF","Financials-CME","Financials-COF","Financials-DFS","Financials-ETFC","Financials-FITB","Financials-FRC","Financials-GS","Financials-HBAN","Financials-HIG","Financials-ICE","Financials-IVZ","Financials-JEF","Financials-JPM","Financials-KEY","Financials-L","Financials-LNC","Financials-MCO","Financials-MET","Financials-MMC","Financials-MS","Financials-MTB","Financials-NDAQ","Financials-NTRS","Financials-PBCT","Financials-PGR","Financials-PNC","Financials-PRU","Financials-RE","Financials-RF","Financials-RJF","Financials-SCHW","Financials-SIVB","Financials-SPGI","Financials-STI","Financials-STT","Financials-SYF","Financials-TMK","Financials-TROW","Financials-TRV","Financials-UNM","Financials-USB","Financials-WFC","Financials-WLTW","Financials-ZION","grain-corn_fut","grain-corn_tf","grain-oats_fut","grain-rice_fut","grain-rice_tf","grain-soybean_fut","grain-soybean_meal_fut","grain-wheat_fut","grain-wheat_soy_fut","Health Care-A","Health Care-ABBV","Health Care-ABC","Health Care-ABMD","Health Care-ABT","Health Care-AGN","Health Care-ALGN","Health Care-ALXN","Health Care-AMGN","Health Care-ANTM","Health Care-BAX","Health Care-BDX","Health Care-BIIB","Health Care-BMY","Health Care-BSX","Health Care-CAH","Health Care-CELG","Health Care-CERN","Health Care-CI","Health Care-CNC","Health Care-COO","Health Care-CVS","Health Care-DGX","Health Care-DHR","Health Care-DVA","Health Care-EW","Health Care-GILD","Health Care-HCA","Health Care-HOLX","Health Care-HSIC","Health Care-HUM","Health Care-IDXX","Health Care-ILMN","Health Care-INCY","Health Care-IQV","Health Care-ISRG","Health Care-JNJ","Health Care-LH","Health Care-LLY","Health Care-MCK","Health Care-MDT","Health Care-MRK","Health Care-MTD","Health Care-MYL","Health Care-NKTR","Health Care-PFE","Health Care-PKI","Health Care-PRGO","Health Care-REGN","Health Care-RMD","Health Care-SYK","Health Care-TFX","Health Care-TMO","Health Care-UHS","Health Care-UNH","Health Care-VAR","Health Care-VRTX","Health Care-WAT","Health Care-WCG","Health Care-XRAY","Health Care-ZBH","Health Care-ZTS","Industrials-AAL","Industrials-ALK","Industrials-ALLE","Industrials-AME","Industrials-AOS","Industrials-ARNC","Industrials-BA","Industrials-CAT","Industrials-CHRW","Industrials-CMI","Industrials-CPRT","Industrials-CSX","Industrials-CTAS","Industrials-DAL","Industrials-DE","Industrials-EFX","Industrials-EMR","Industrials-ETN","Industrials-EXPD","Industrials-FAST","Industrials-FBHS","Industrials-FDX","Industrials-FLS","Industrials-FTV","Industrials-GD","Industrials-GE","Industrials-GWW","Industrials-HII","Industrials-HON","Industrials-HRS","Industrials-INFO","Industrials-IR","Industrials-ITW","Industrials-JBHT","Industrials-JCI","Industrials-JEC","Industrials-KSU","Industrials-LLL","Industrials-LMT","Industrials-LUV","Industrials-MAS","Industrials-MMM","Industrials-NLSN","Industrials-NOC","Industrials-NSC","Industrials-PCAR","Industrials-PH","Industrials-PNR","Industrials-PWR","Industrials-RHI","Industrials-ROK","Industrials-ROL","Industrials-ROP","Industrials-RSG","Industrials-RTN","Industrials-SNA","Industrials-SWK","Industrials-TDG","Industrials-TXT","Industrials-UAL","Industrials-UNP","Industrials-UPS","Industrials-URI","Industrials-UTX","Industrials-VRSK","Industrials-WAB","Industrials-WM","Industrials-XYL","Information Technology-AAPL","Information Technology-ACN","Information Technology-ADBE","Information Technology-ADI","Information Technology-ADP","Information Technology-ADS","Information Technology-ADSK","Information Technology-AKAM","Information Technology-AMAT","Information Technology-AMD","Information Technology-ANET","Information Technology-ANSS","Information Technology-APH","Information Technology-AVGO","Information Technology-BR","Information Technology-CDNS","Information Technology-CRM","Information Technology-CSCO","Information Technology-CTSH","Information Technology-CTXS","Information Technology-DXC","Information Technology-FFIV","Information Technology-FIS","Information Technology-FISV","Information Technology-FLIR","Information Technology-FLT","Information Technology-FTNT","Information Technology-GLW","Information Technology-GPN","Information Technology-HPE","Information Technology-HPQ","Information Technology-IBM","Information Technology-INTC","Information Technology-INTU","Information Technology-IPGP","Information Technology-IT","Information Technology-JKHY","Information Technology-JNPR","Information Technology-KEYS","Information Technology-KLAC","Information Technology-LRCX","Information Technology-MA","Information Technology-MCHP","Information Technology-MSFT","Information Technology-MSI","Information Technology-MU","Information Technology-MXIM","Information Technology-NTAP","Information Technology-NVDA","Information Technology-ORCL","Information Technology-PAYX","Information Technology-PYPL","Information Technology-QCOM","Information Technology-QRVO","Information Technology-RHT","Information Technology-SNPS","Information Technology-STX","Information Technology-SWKS","Information Technology-SYMC","Information Technology-TEL","Information Technology-TSS","Information Technology-TXN","Information Technology-V","Information Technology-VRSN","Information Technology-WDC","Information Technology-WU","Information Technology-XLNX","Information Technology-XRX","Materials-ALB","Materials-AMCR","Materials-APD","Materials-AVY","Materials-BLL","Materials-CE","Materials-CF","Materials-DD","Materials-ECL","Materials-EMN","Materials-FCX","Materials-FMC","Materials-IFF","Materials-IP","Materials-LIN","Materials-MLM","Materials-MOS","Materials-NEM","Materials-NUE","Materials-PKG","Materials-PPG","Materials-SEE","Materials-SHW","Materials-VMC","Materials-WRK","metal-copper_fut","metal-gold_am","metal-gold_comex","metal-gold_wgc","metal-iridium","metal-palladium_london","metal-palladium_nymex","metal-plat_london","metal-plat_nymex","metal-rhodiam","metal-rutheniam","metal-silver_comex","metal-silver_london","oil-oil","Real Estate-AIV","Real Estate-AMT","Real Estate-ARE","Real Estate-AVB","Real Estate-BXP","Real Estate-CBRE","Real Estate-CCI","Real Estate-DLR","Real Estate-DRE","Real Estate-EQR","Real Estate-ESS","Real Estate-EXR","Real Estate-FRT","Real Estate-HCP","Real Estate-HST","Real Estate-IRM","Real Estate-KIM","Real Estate-MAA","Real Estate-MAC","Real Estate-O","Real Estate-PLD","Real Estate-PSA","Real Estate-SBAC","Real Estate-SLG","Real Estate-SPG","Real Estate-UDR","Real Estate-VNO","Real Estate-VTR","Real Estate-WELL","Utilities-AEE","Utilities-AEP","Utilities-AES","Utilities-ATO","Utilities-AWK","Utilities-CMS","Utilities-CNP","Utilities-D","Utilities-DTE","Utilities-DUK","Utilities-ED","Utilities-EIX","Utilities-ES","Utilities-ETR","Utilities-EVRG","Utilities-EXC","Utilities-FE","Utilities-LNT","Utilities-NEE","Utilities-NI","Utilities-NRG","Utilities-PEG","Utilities-PNW","Utilities-PPL","Utilities-SO","Utilities-SRE","Utilities-WEC","Utilities-XEL","xrate-AUD_USD","xrate-BPG_USD","xrate-CAD_USD","xrate-CHF_USD","xrate-CNY_USD","xrate-CZK_USD","xrate-DKK_USD","xrate-HKD_USD","xrate-HUF_USD","xrate-INR_USD","xrate-JPY_USD","xrate-KRW_USD","xrate-MYR_USD","xrate-NIS_USD","xrate-NOK_USD","xrate-NZD_USD","xrate-PLN_USD","xrate-RUB_USD","xrate-SAR_USD","xrate-SEK_USD","xrate-SGD_USD","xrate-THB_USD","xrate-TRY_USD","xrate-TWD_USD","xrate-ZAR_USD"
"4",2018-06-04,1.24,1.04,3.26,0.238083,37.59,0.281798,14.26,7514.47,1105.8,2.9,44.21,0.221645,0.005953,0.653582,0.214012,0.340509,6.8,0.999737,316.89,100,0.009312,0.033227,0.003532,0.165875,40.25,0.0979,13.55,592.98,15.23,0.58582,3.61,0.000967,5.54,7.54,2.65,0.042279,1.72,2.52,2.92,9.07,119.9,0.492535,794.14,0.84374,3.31,160.09,3.91,7.19,0.249691,53.44,11.1,7.51,0.008833,13.73,0.030077,0.661425,1.19,0.015084,0.096499,2.35,0.292158,4.35,1,4.93,0.255103,0.059179,1,0.039458,4.12,0.18775,236.48,28.5,0.122085,37.2826086956522,21.3125,4,2,72.790001,50.110001,267.980011,31.290001,17.639999,100.239998,21.09,19.969999,29.030001,134.660004,193.279999,38.439999,38.66,1139.290039,1153.040039,22.780001,361.809998,15.65,15.29,72.839996,32.41,56.150002,113.68,37.880001,26.940001,47.82,129.910004,1665.27002,99.449997,660.450012,69.860001,2125.800049,50.360001,63.34,443.829987,60.560001,91,42.09,81.209999,88.669998,39.07,118.879997,11.74,55.75,43.779999,92.959999,29.190001,61.009998,88.650002,18.66,191.360001,83.190002,41.18,28.23,50.950001,71.449997,71.559998,35.799999,41.950001,52.07,32.490002,97.589996,37.099998,138.690002,160.220001,31.540001,206.839996,53.029999,73.830002,277.720001,30.370001,159.830002,106.510002,138.470001,83.139999,57.07,76.349998,133.619995,46.474998,45.150002,75.529999,20.469999,22.709999,256.600006,78.11676,149.220001,182.830002,82.290001,44.09,37.580002,47.009998,62.709999,198.619995,13.41,33.360001,149.160004,43.279999,36.189999,91.309998,64.620003,58.419998,101.349998,43.490002,24.75,65.279999,39.779999,101.230003,51.790001,56.02,100.120003,74.18,78.410004,107.040001,225.830002,65.739998,61.380001,68.599998,63.299999,85.419998,39.18,69.339996,32.669998,22.450001,67.900002,122.260002,127.150002,40.09,118.669998,111.699997,31.120001,47.950001,60.830002,81,63.200001,16.940001,81.93,21.08,34.700001,41.77,68.300003,85.360001,119.199997,190.649994,69.07,124.440002,26.540001,85.300003,80.970001,45.43,53.779999,94.209999,66.470001,94.25,162.279999,140.300003,141.380005,99.449997,29.4,53.619999,33.849998,55.77,540.669983,67.339996,131.779999,98.07,41.91,70.239998,170.300003,95.440002,74.959999,64.5,31,101.730003,229.889999,15.27,52.669998,72.510002,27.5,21.940001,108.449997,19.9,49.639999,67.589996,175.229996,46.330002,80.970001,51.549999,175.080002,93.110001,105.309998,18.799999,62.830002,146.539993,99.169998,226.679993,18.73,98.610001,56.860001,319.519989,201.449997,69.139999,98.410004,35.450001,85.18,123.190002,129.720001,38.91,50.91,54.830002,152.729996,56.09,380.75,3.58,241.25,11.215,9.64,1001.75,368.9,505.25,30.93,63.380001,99.099998,84.32,405.839996,63.02,151.179993,343.200012,119.779999,185.440002,225.240005,74.199997,228.330002,298.910004,51.450001,30.6,52.639999,78.650002,59.75,171,59.125,226.300003,64.099998,107.300003,101.870003,66.910004,142.779999,70.209999,104.309998,38.200001,55.090195,294.140015,218.809998,280.26001,68.040001,101.239998,477.929993,121.949997,183.050003,85.07,142.800003,87.519997,62.02,572.159973,38.5,52.57,36.450001,76,73.800003,312.089996,105.129997,176.369995,272.209991,214.169998,115.489998,244.630005,120.720001,149.649994,194.919998,228.039993,43.939999,113.660004,85.389999,44.860001,61.82,78.32,74.720001,62.779999,17.74,360.730011,152.5,87.959999,142.300003,56.110001,64.690002,186.809998,55.189999,151.539993,116.790001,71.510002,76.970001,75.110001,26.735001,57.130001,251.880005,40.84,74.25,202.600006,13.182693,312.029999,224.279999,143.901855,152.899994,49.959999,88.080002,146.199997,127.5,34.080002,65.860001,106.739998,200.179993,318.170013,51.650002,38.389999,201.059998,29.99,332.809998,151.759995,63.080002,172.229996,43.650002,36.23,64.830002,178.080002,34.259998,280.200012,67.919998,212.630005,152.979996,142.089996,337.929993,67.309998,69.980003,142.960007,116.970001,161.350006,126.290001,108.019997,99.059998,83.669998,71.459999,191.830002,159.429993,253.339996,99.980003,134.25,212.009995,135.570007,77.07,52.290001,14.85,268.279999,168.089996,88.089996,258.369995,117.860001,43.419998,132.649994,43.580002,77.220001,107.599998,84.290001,176.190002,103.769997,74.260002,55.32,202.240005,62.470001,28.120001,115.370003,15.54,22.74,143.039993,56.830002,207,252.800003,135.419998,126.830002,26.959999,61.110001,116.239998,204.589996,197.729996,101.410004,101.669998,109.910004,59.099998,60.830002,71.269997,264.850006,47.32,66.830002,84.57,58.709999,81.690002,169.449997,89.68,57.470001,100.349998,21.15,94.68,87.220001,115.739998,133.070007,134.869995,84.849998,20.360001,70.330002,27.370001,94.440002,10.42,163.529999,106.379997,36.810001,115.349998,40.57,95.544098,144.259995,106.07,17.209999,75.906334,124.540001,57.27,157.529999,227.339996,27.459999,38.25,65.629997,120.400002,102.43,44.150002,386.850006,129.509995,60.68,3.1265,1294.65,1293.1,1295.45,1395,1016,1000.5,906,903.5,2250,250,16.431,16.44,64.88,41.639999,140.059998,127.209999,169,123.57,47,104.339996,108.860001,28.83,64.610001,241.889999,98.830002,118.989998,24.32,22.15,34.57,15.71,95.550003,56.279999,53.16,66.25,214.050003,159.899994,98.290001,162.619995,37.310001,71.379997,54.990002,57.77,57.98,66.050003,12.93,87.809998,81.639999,44.68,25.629999,62.639999,100.040001,75.370003,74.949997,60.990002,55.5,78.300003,54,40.540001,33.82,40.23,161.169998,24.49,33.849998,52.27,76.459999,26.98,43.93,103.400002,61.549999,44.139999,1.308,0.7501,1.2928,0.9877,6.405,21.9909,6.3625,7.8453,272.5252,67.045,109.65,1070.585,3.972,3.567,8.1257,1.4221,3.6629,62.0275,3.7504,8.7652,1.336,32.01,4.5948,29.7695,12.5675
"5",2018-06-05,1.27,1.06,3.4,0.239464,38.15,0.278908,15.6,7633.76,1152.89,2.87,45.68,0.226697,0.006166,0.656888,0.220467,0.336191,6.8,1.01,317.42,101.15,0.008673,0.033346,0.003654,0.154778,43.26,0.099491,14.2,609.3,15.53,0.586887,3.91,0.000969,5.96,7.7,2.69,0.043322,1.75,2.61,3.05,9.15,121.7,0.503182,799.24,0.862996,3.3,167.19,3.99,7.36,0.252357,54.45,11.31,8.09,0.009524,13.9,0.030195,0.677015,1.21,0.015087,0.098099,2.35,0.294313,4.51,1,5.32,0.259352,0.060577,1,0.03953,4.32,0.191895,239.53,28.12,0.127538,38.0434782608696,20.625,4.66666666666667,2,72.769997,50.23,265.950012,31.08,17.43,99.940002,21.74,20.65,29.41,136.960007,192.940002,38.740002,39.080002,1139.660034,1151.02002,22.83,365.799988,16.049999,15.62,72.970001,32.68,57.509998,113.260002,39.799999,27.07,47.970001,129.949997,1696.349976,100.129997,654.140015,71.760002,2140.98999,50.439999,60.59,453.339996,63.529999,94.18,41.990002,82.949997,89.260002,40.040001,120.18,11.83,57.060001,43.41,93.300003,31.18,61.689999,87.059998,18.85,191.940002,83.07,41.470001,28.34,51.740002,71.620003,74.940002,37.189999,42.360001,52,32.490002,97.5,40.049999,138.220001,159.479996,30.860001,205.800003,50.799999,74.050003,275.820007,30.719999,160.960007,102.150002,139.559998,83.889999,55.68,78.5,133.880005,47.014999,44.759998,75.830002,21.299999,23.530001,253.929993,78.399246,148.440002,176.880005,82.910004,44.23,37.369999,46.759998,62.290001,197.839996,13.2,33.330002,148.699997,42.490002,36.209999,90.5,63.27,57.919998,100.809998,43.110001,24.91,65.730003,39.259998,100.839996,51.360001,56.330002,100.209999,73.970001,77.510002,106.099998,225.270004,65.830002,61.099998,69.110001,62.889999,84.620003,39.25,69.230003,33.610001,22.57,67.559998,122.730003,126.379997,39.32,116.580002,111.550003,31.280001,47.869999,61.080002,79.029999,63.66,16.84,80.330002,20.58,34.459999,42.049999,68.57,85.510002,118.830002,191.160004,68.459999,123.330002,26.5,83.989998,80.68,45.450001,53.84,94.279999,66.400002,93.699997,163.320007,139.660004,140.720001,99.309998,29.120001,53.32,33.779999,55.59,534.380005,66.760002,130.949997,99.300003,41.490002,70,170.460007,94.349998,74.480003,64.690002,30.969999,100.5,228.339996,15.28,52.470001,73.779999,27.459999,21.950001,107.839996,19.889999,49.619999,67.470001,176.220001,46.400002,81.110001,50.779999,174.339996,93.300003,105.040001,18.860001,62.990002,145.389999,98.559998,226.520004,18.629999,98.5,56.299999,318.700012,203.360001,69.269997,97.809998,35,84.93,122.519997,129.169998,38.630001,51.220001,54.5,153.139999,55.779999,383.75,3.61,244,10.945,9.63,1001.25,367.3,510,30.79,63.52,99.239998,84.790001,405.670013,63.029999,152.210007,346.079987,119.279999,181.729996,227.869995,74.260002,227.720001,298.640015,51.919998,30.719999,52.810001,77.970001,60.389999,170.830002,59.005001,224.889999,63.330002,106.720001,102.089996,67.389999,141.860001,70.059998,104.25,38,55.160786,293.940002,217.449997,279.100006,68.410004,101.879997,492.369995,121.480003,182.350006,84.82,143.770004,86.660004,61.389999,574.190002,39.98,55.959999,36.439999,76.599998,74.010002,311.850006,105.559998,177.220001,277.089996,214.770004,116.129997,244.429993,121.410004,145.720001,196.220001,227.929993,42.290001,113.139999,84.760002,44.18,61.240002,79.169998,75.610001,62.98,17.719999,360.100006,153.009995,87.839996,141.570007,57.290001,64.690002,189.830002,54.669998,154.449997,117.519997,72.669998,79.449997,75.809998,27.129999,57.919998,252,41.09,74.300003,201.100006,13.269231,314.570007,222.710007,143.643066,152.949997,50.580002,88.410004,145.639999,126.82,34.509998,66.400002,105.75,200.449997,320.019989,50.900002,38.630001,201.199997,30,329.190002,150.929993,64.410004,173.070007,43.830002,36.950001,66.07,178.350006,34.560001,282.100006,67.940002,213.270004,153.229996,141.779999,336.299988,68.330002,69.32,142.440002,116.809998,163.919998,125.949997,109.019997,100.019997,83.489998,71.660004,193.309998,159.919998,252.699997,100.639999,134.070007,216.070007,136.800003,78.989998,52.91,14.85,274.75,170.020004,89.949997,259.26001,117.790001,43.689999,134.119995,43.669998,77.029999,108.769997,83.940002,177.929993,104.760002,74.68,55.220001,204.160004,63.200001,28.57,115.07,16.059999,23.42,143.699997,56.529999,208.229996,256.25,135.160004,127.129997,27.309999,61.360001,118.129997,201.839996,199.360001,102.139999,102.190002,112.339996,59.41,61.360001,72.849998,265.070007,47.130001,67.099998,85.050003,58.98,81.720001,172.330002,90.300003,59.18,99.510002,21.34,95.410004,87.190002,117.660004,133.559998,135.830002,85.900002,20.620001,70.419998,27.68,94.650002,10.42,164.869995,107.160004,36.650002,114.970001,41.34,96.625786,144.610001,106.370003,17.65,76.556808,124.43,57.189999,159.509995,226.720001,27.870001,38.549999,66.279999,121.099998,102.5,43.93,390.429993,128.809998,60.77,3.191,1292.25,1297.5,1292.05,1395,998,998.7,902,901.3,2250,250,16.543,16.385,65.53,41.310001,138.910004,126.610001,166.899994,122.120003,47.57,103.150002,108.209999,28.58,64.019997,240.919998,97.669998,119.459999,24.190001,21.940001,34.43,15.96,95.290001,56.48,53,66.040001,212.880005,159.669998,98.330002,162.929993,37.049999,71.339996,54.5,57.41,57.41,65.290001,12.93,87.389999,80.470001,44.169998,25.66,62.77,99.290001,74.75,74.010002,60.599998,54.990002,77.709999,54.25,40.43,33.939999,39.75,159.300003,24.25,33.650002,51.970001,75.699997,26.879999,43.77,102.809998,60.82,43.32,1.3153,0.7496,1.3006,0.988,6.4043,21.9549,6.3782,7.8463,272.9602,67.13,109.83,1072.1,3.9725,3.5718,8.1426,1.4267,3.6658,62.29,3.7503,8.7821,1.3365,31.97,4.6052,29.831,12.7688
